movieid,businesstext
1682657,"CP: 1997 Orion Pictures Corporation (on print)

GR: USD 3,559,990 (USA) (4 May 1997)
GR: USD 3,260,346 (USA) (27 April 1997)
GR: USD 2,024,516 (USA) (20 April 1997)

OW: USD 2,024,516 (USA) (20 April 1997) (1,553 screens)

SD: 17 July 1996 - 3 October 1996"
1682692,"BT: USD 7,000,000

GR: USD 19,604,000 (USA)

SD: 1 May 1993 - June 1993"
1682746,"AD: 4,561 (Netherlands) (31 December 2000)

GR: USD 417,517 (USA) (23 July 2000)
GR: USD 404,076 (USA) (16 July 2000)
GR: USD 400,102 (USA) (9 July 2000)
GR: USD 367,963 (USA) (4 July 2000)
GR: USD 327,499 (USA) (25 June 2000)
GR: USD 281,171 (USA) (18 June 2000)
GR: USD 218,123 (USA) (11 June 2000)
GR: USD 150,511 (USA) (4 June 2000)
GR: USD 92,000 (USA) (28 May 2000)

OW: USD 92,000 (USA) (28 May 2000) (16 screens)

WG: USD 11,010 (USA) (23 July 2000) (10 screens)
WG: USD 8,103 (USA) (16 July 2000) (9 screens)
WG: USD 15,088 (USA) (9 July 2000) (21 screens)
WG: USD 20,067 (USA) (2 July 2000) (25 screens)
WG: USD 25,028 (USA) (25 June 2000) (28 screens)
WG: USD 39,058 (USA) (18 June 2000) (30 screens)
WG: USD 46,082 (USA) (11 June 2000) (30 screens)
WG: USD 38,038 (USA) (4 June 2000) (20 screens)
WG: USD 92,000 (USA) (28 May 2000) (16 screens)"
1682922,"AD: 787,000 (Germany) (9 May 1999)
AD: 733,351 (Germany) (2 May 1999)
AD: 666,842 (Germany) (25 April 1999)
AD: 124,555 (Netherlands) (31 December 1999)

BT: USD 40,000,000

CP: Global Entertainment Productions GmbH & Co. Medien KG

GR: USD 36,283,504 (USA) (9 May 1999)
GR: USD 36,201,000 (USA) (2 May 1999)
GR: USD 36,078,368 (USA) (25 April 1999)
GR: USD 36,014,588 (USA) (18 April 1999)
GR: USD 35,917,753 (USA) (11 April 1999)
GR: USD 35,748,617 (USA) (4 April 1999)
GR: USD 35,325,714 (USA) (28 March 1999)
GR: USD 34,007,166 (USA) (21 March 1999)
GR: USD 30,970,380 (USA) (14 March 1999)
GR: USD 25,326,673 (USA) (7 March 1999)
GR: USD 14,252,888 (USA) (28 February 1999)
GR: GBP 2,391,380 (UK) (23 May 1999)
GR: GBP 2,217,761 (UK) (16 May 1999)
GR: GBP 1,921,148 (UK) (9 May 1999)
GR: GBP 1,410,638 (UK) (2 May 1999)
GR: GBP 733,535 (UK) (25 April 1999)

OW: USD 14,252,888 (USA) (28 February 1999) (2,370 screens)
OW: GBP 733,535 (UK) (25 April 1999) (251 screens)

PD: 2 February 1998 - ?

SD: 3 February 1998 - 15 May 1998

WG: USD 3,520,356 (USA) (14 March 1999) (2,241 screens)
WG: USD 7,011,136 (USA) (7 March 1999) (2,370 screens)
WG: USD 14,252,888 (USA) (28 February 1999) (2,370 screens)
WG: GBP 90,781 (UK) (23 May 1999) (147 screens)
WG: GBP 160,012 (UK) (16 May 1999) (184 screens)
WG: GBP 282,815 (UK) (9 May 1999) (224 screens)
WG: GBP 378,173 (UK) (2 May 1999) (251 screens)
WG: GBP 733,535 (UK) (25 April 1999) (251 screens)"
1684430,"BT: USD 22,000,000

GR: USD 17,266,971 (USA)

SD: 31 August 1992 - 18 December 1992"
1684442,"CP: 1996 A Brother's Kiss, L.P. (on print)"
1684486,"AD: 3,570,275 (Germany) (31 December 1999)
AD: 3,081,709 (Germany) (28 March 1999)
AD: 2,985,622 (Germany) (21 March 1999)
AD: 2,816,848 (Germany) (14 March 1999)
AD: 2,570,128 (Germany) (7 March 1999)
AD: 2,153,117 (Germany) (28 February 1999)
AD: 488,677 (Netherlands) (31 December 2000)
AD: 488,411 (Netherlands) (31 December 1999)
AD: 633,708 (Sweden) (30 December 1999)
AD: 623,803 (Sweden) (30 September 1999)
AD: 610,057 (Sweden) (29 July 1999)

BT: USD 120,000,000

GR: USD 162,792,677 (USA) (16 May 1999)
GR: USD 162,763,063 (USA) (9 May 1999)
GR: USD 162,698,584 (USA) (2 May 1999)
GR: USD 162,577,627 (USA) (25 April 1999)
GR: USD 162,343,733 (USA) (18 April 1999)
GR: USD 161,946,399 (USA) (11 April 1999)
GR: USD 161,235,002 (USA) (4 April 1999)
GR: USD 160,543,623 (USA) (28 March 1999)
GR: USD 159,906,607 (USA) (21 March 1999)
GR: USD 159,336,861 (USA) (14 March 1999)
GR: USD 158,985,087 (USA) (7 March 1999)
GR: USD 158,538,829 (USA) (28 February 1999)
GR: USD 158,069,884 (USA) (21 February 1999)
GR: USD 157,267,797 (USA) (14 February 1999)
GR: USD 155,959,885 (USA) (7 February 1999)
GR: USD 154,152,003 (USA) (31 January 1999)
GR: USD 151,734,828 (USA) (24 January 1999)
GR: USD 148,506,807 (USA) (17 January 1999)
GR: USD 142,955,209 (USA) (10 January 1999)
GR: USD 136,420,446 (USA) (3 January 1999)
GR: USD 114,492,154 (USA) (27 December 1998)
GR: USD 96,342,660 (USA) (20 December 1998)
GR: USD 83,487,470 (USA) (13 December 1998)
GR: USD 68,678,006 (USA) (6 December 1998)
GR: USD 46,111,456 (USA) (29 November 1998)
GR: USD 291,121 (USA) (22 November 1998)
GR: GBP 28,824,239 (UK) (25 April 1999)
GR: GBP 28,712,850 (UK) (18 April 1999)
GR: GBP 28,411,009 (UK) (11 April 1999)
GR: GBP 27,742,938 (UK) (4 April 1999)
GR: GBP 27,133,731 (UK) (28 March 1999)
GR: GBP 26,694,648 (UK) (21 March 1999)
GR: GBP 25,914,570 (UK) (14 March 1999)
GR: GBP 24,860,703 (UK) (7 March 1999)
GR: GBP 22,893,846 (UK) (28 February 1999)
GR: GBP 19,694,962 (UK) (21 February 1999)
GR: GBP 9,674,621 (UK) (14 February 1999)
GR: GBP 4,204,678 (UK) (7 February 1999)
GR: SEK 34,351,136 (Sweden) (30 December 1999)

OW: USD 33,258,052 (USA) (29 November 1998) (2,686 screens) (wide release)
OW: USD 291,121 (USA) (22 November 1998) (1 screen)
OW: GBP 4,204,678 (UK) (7 February 1999) (469 screens)

RT: USD 46,300,000 (USA)

WG: USD 4,723,951 (USA) (10 January 1999) (2,500 screens)
WG: USD 8,830,882 (USA) (3 January 1999) (2,551 screens)
WG: USD 10,126,455 (USA) (27 December 1998) (2,456 screens)
WG: USD 9,987,932 (USA) (20 December 1998) (2,773 screens)
WG: USD 11,193,675 (USA) (13 December 1998) (2,748 screens)
WG: USD 17,174,218 (USA) (6 December 1998) (2,701 screens)
WG: USD 33,258,052 (USA) (29 November 1998) (2,686 screens)
WG: GBP 86,854 (UK) (25 April 1999) (258 screens)
WG: GBP 144,407 (UK) (18 April 1999) (320 screens)
WG: GBP 208,498 (UK) (11 April 1999) (395 screens)
WG: GBP 299,388 (UK) (4 April 1999) (452 screens)
WG: GBP 285,576 (UK) (28 March 1999) (436 screens)
WG: GBP 592,202 (UK) (21 March 1999) (459 screens)
WG: GBP 733,296 (UK) (14 March 1999) (478 screens)
WG: GBP 1,509,076 (UK) (7 March 1999) (482 screens)
WG: GBP 2,220,635 (UK) (28 February 1999) (478 screens)
WG: GBP 4,311,358 (UK) (21 February 1999) (481 screens)
WG: GBP 4,107,566 (UK) (14 February 1999) (483 screens)
WG: GBP 4,204,678 (UK) (7 February 1999) (469 screens)"
1685241,"CP: Copyright MCMXXXVIII in U.S.A. by Loew's Incorporated (on print); © Loew's, Inc.; 8 December 1938; LP8482 (in copyright registry)

PD: 5 October 1938 - 3 November 1938"
1685309,"BT: CAD 4,000,000

CP: © 1983 by MGM/UA Entertainment Co. (on print); MGM/UA Entertainment Company; 19 January 1984; PA12225 (in copyright registry)

GR: USD 16,743,818 (USA) (8 January 1984)
GR: USD 16,244,056 (USA) (2 January 1984)
GR: USD 14,908,185 (USA) (26 December 1983)
GR: USD 13,823,559 (USA) (18 December 1983)
GR: USD 12,800,362 (USA) (11 December 1983)
GR: USD 10,519,497 (USA) (4 December 1983)
GR: USD 7,291,703 (USA) (27 November 1983)
GR: USD 2,072,473 (USA) (20 November 1983)
GR: USD 19,294,144 (USA)

OW: USD 2,072,473 (USA) (20 November 1983) (886 screens)

PD: 14 January 1983 - 24 March 1983

SD: 14 January 1983 - 24 March 1983

WG: USD 372,669 (USA) (8 January 1984) (493 screens)
WG: USD 838,120 (USA) (2 January 1984) (642 screens)
WG: USD 690,925 (USA) (26 December 1983) (796 screens)
WG: USD 580,589 (USA) (18 December 1983) (552 screens)
WG: USD 1,773,767 (USA) (11 December 1983) (854 screens)
WG: USD 2,659,752 (USA) (4 December 1983) (924 screens)
WG: USD 3,935,944 (USA) (27 November 1983) (938 screens)
WG: USD 2,072,473 (USA) (20 November 1983) (886 screens)"
1685405,"AD: 66,083 (Germany) (25 April 1999) (opening week)
AD: 37,443 (Netherlands) (31 December 1999)

BT: USD 60,000,000

CP: copyright MCMXCVIII Touchstone Pictures and Paramount Pictures Corporation (on print)

GR: USD 56,702,901 (USA) (2 May 1999)
GR: USD 56,673,204 (USA) (25 April 1999)
GR: USD 56,615,755 (USA) (18 April 1999)
GR: USD 56,479,278 (USA) (11 April 1999)
GR: USD 56,226,573 (USA) (4 April 1999)
GR: USD 56,022,518 (USA) (28 March 1999)
GR: USD 55,987,961 (USA) (21 March 1999)
GR: USD 55,921,654 (USA) (14 March 1999)
GR: USD 55,804,853 (USA) (7 March 1999)
GR: USD 55,594,271 (USA) (28 February 1999)
GR: USD 55,150,049 (USA) (21 February 1999)
GR: USD 54,089,852 (USA) (14 February 1999)
GR: USD 51,632,380 (USA) (7 February 1999)
GR: USD 47,253,243 (USA) (31 January 1999)
GR: USD 40,786,181 (USA) (24 January 1999)
GR: USD 31,301,412 (USA) (17 January 1999)
GR: USD 15,452,632 (USA) (10 January 1999)
GR: USD 226,465 (USA) (3 January 1999)
GR: USD 70,079 (USA) (27 December 1998)
GR: GBP 1,012,571 (UK) (25 April 1999)
GR: GBP 781,674 (UK) (18 April 1999)
GR: GBP 332,872 (UK) (11 April 1999)

OW: USD 15,163,484 (USA) (10 January 1999) (1,802 screens) (wide release)
OW: USD 70,079 (USA) (27 December 1998) (2 screens)
OW: GBP 332,872 (UK) (11 April 1999) (232 screens)

SD: 7 October 1997 - 25 February 1998

WG: USD 3,075,382 (USA) (7 February 1999) (2,031 screens)
WG: USD 4,797,967 (USA) (31 January 1999) (2,069 screens)
WG: USD 7,648,388 (USA) (24 January 1999) (2,026 screens)
WG: USD 11,761,043 (USA) (17 January 1999) (2,001 screens)
WG: USD 15,163,484 (USA) (10 January 1999) (1,802 screens)
WG: GBP 115,974 (UK) (25 April 1999) (174 screens)
WG: GBP 261,413 (UK) (18 April 1999) (230 screens)
WG: GBP 332,872 (UK) (11 April 1999) (232 screens)"
1685463,"AD: 5,027,172 (Spain) (20 December 2002)
AD: 4,229,886 (Spain)
AD: 360,941 (Sweden)
AD: 363,297 (West Germany) (1987)
AD: 2,500,000 (West Germany) (1972)

BT: USD 2,200,000

CP: © Copyright MCMLXXI by Warner Bros Inc. and Polaris Productions Inc. All Rights Reserved

GR: USD 26,589,355 (USA) (1973)
GR: GBP 2,067,302 (UK) (8 April 2000)
GR: GBP 1,675,124 (UK) (2 April 2000)
GR: GBP 1,362,322 (UK) (26 March 2000)
GR: GBP 618,615 (UK) (19 March 2000)
GR: AUD 374,742 (Australia) (1988)
GR: HKD 1,758,303 (Hong Kong) (1980)
GR: ITL 1,959,397,000 (Italy) (1998)
GR: ITL 965,500,000 (Italy) (1987)
GR: ITL 1,010,300,000 (Italy) (1983)
GR: ITL 472,800,000 (Italy) (1976)
GR: ITL 2,221,800,000 (Italy) (1973)
GR: EUR 3,469,718 (Spain) (20 December 2002)
GR: SEK 3,262,679 (Sweden)
GR: USD 1,800,000 (West Germany) (1987)
GR: USD 8,000,000 (West Germany) (1972)

OW: GBP 618,615 (UK) (19 March 2000) (328 screens)

RT: USD 17,000,000 (USA)

SD: October 1970 - April 1971

WG: GBP 101,355 (UK) (2 April 2000) (203 screens)
WG: GBP 351,100 (UK) (26 March 2000) (327 screens)
WG: GBP 618,615 (UK) (19 March 2000) (328 screens)"
1685493,"CP: © Wallace & Gromit Ltd. / BBC Worldwide Ltd. MCMXCV"
1685815,"PD: 20 June 1997 - 15 September 1997"
1686209,"BT: USD 1,035,000

CP: Copyright MCMXXXVII RKO Radio Pictures, Inc. (on print); RKO Radio Pictures, Inc.; 19 November 1937; LP7730 (in copyright registry)

RT: USD 1,500,000 (Worldwide)

SD: 22 July 1937 - 16 October 1937"
1687181,"BT: USD 7,000,000

GR: USD 2,148,212 (USA) (26 September 1999)
GR: USD 2,092,041 (USA) (19 September 1999)
GR: USD 2,038,638 (USA) (12 September 1999)
GR: USD 1,875,539 (USA) (5 September 1999)
GR: USD 807,873 (USA) (29 August 1999)

OW: USD 807,873 (USA) (29 August 1999) (1,267 screens)"
1687544,"CP: Copyright MCMLXVII by Newtown Productions, Inc. (on print); Newtown Productions, Inc.; 1 June 1957; LP11253 (in copyright registry)

SD: 13 August 1956 - November 1956"
1687685,"GR: USD 10,118,000 (USA)"
1687730,"CP: © MCMXCIII The Walt Disney Company and Amblin Entertainment, Inc. All Rights Reserved (on print)

GR: USD 12,890,752 (USA)

SD: 26 May 1992 - 20 September 1992"
1687738,"BT: USD 800,000

CP: Paramount Productions, Inc.; 5 January 1933; LP3532 (in copyright registry)

PD: 23 July 1930 - ?"
1687905,"AD: 263,898 (Sweden)

BT: USD 40,000,000

CP: COPYRIGHT © 1992 COLUMBIA PICTURES INDUSTRIES, INC. AND CASTLE ROCK ENTERTAINMENT

GR: USD 141,340,178 (USA)
GR: USD 96,000,000 (Worldwide) (except USA)
GR: USD 237,300,000 (Worldwide)
GR: SEK 16,416,170 (Sweden)

RT: USD 71,000,000 (USA)

SD: 21 October 1991 - 30 January 1992"
1688103,"AD: 3,775,753 (Germany)
AD: 818,396 (Sweden)

BT: USD 7,500,000

CP: Metro-Goldwyn-Mayer Pictures, Inc.

GR: USD 63,493,712 (USA)
GR: GBP 12,034,000 (UK)
GR: SEK 43,372,387 (Sweden)

OW: USD 115,418 (USA) (17 July 1988) (3 screens)
OW: GBP 147,607 (UK) (16 October 1988) (11 screens)

RT: USD 29,766,000 (USA)

SD: 13 July 1987 - September 1987"
1689117,"BT: USD 20,000,000

GR: USD 2,308,390 (USA)

SD: 18 March 1993 - May 1993"
1689183,"AD: 380,000 (France) (6 August 1996)
AD: 231,249 (Netherlands) (31 December 1997)
AD: 230,363 (Netherlands) (1 January 1997)
AD: 5,944 (Portugal) (25 July 1996)

CP: © MCMXCV The Walt Disney Company

GR: USD 35,348,597 (USA)"
1689210,"CP: © National Film and Television School 1989

PD: 1982 - 1988"
1689263,"CP: Jean Bach

GR: USD 527,274 (USA)"
1689475,"AD: 680,000 (Sweden)

BT: USD 560,000

CP: Proscenium Films; 6 July 1964; LP28626 (in copyright registry)
CP: Restored Version: © 2000 Miramax Film Corporation

GR: USD 1,000,549 (USA) (4 February 2001)
GR: USD 965,351 (USA) (28 January 2001)
GR: USD 919,921 (USA) (21 January 2001)
GR: USD 860,887 (USA) (14 January 2001)
GR: USD 650,450 (USA) (1 January 2001)
GR: USD 426,241 (USA) (25 December 2000)
GR: USD 277,430 (USA) (17 December 2000)
GR: USD 178,161 (USA) (10 December 2000)
GR: USD 50,445 (USA) (3 December 2000)
GR: USD 56,805 (USA) (7 February 1982)
GR: SEK 2,563,000 (Sweden)

OW: USD 50,445 (USA) (3 December 2000) (2 screens)
OW: USD 56,805 (USA) (7 February 1982) (22 screens)

PD: 2 March 1964 - 1 July 1964

RT: USD 5,800,000 (USA)
RT: USD 6,165,377 (USA) (including all reissues)

SD: 2 March 1964 - 24 April 1964

WG: USD 23,051 (USA) (4 February 2001) (27 screens)
WG: USD 31,150 (USA) (28 January 2001) (41 screens)
WG: USD 47,047 (USA) (21 January 2001) (45 screens)
WG: USD 51,670 (USA) (14 January 2001) (31 screens)
WG: USD 125,511 (USA) (1 January 2001) (56 screens)
WG: USD 115,386 (USA) (25 December 2000) (62 screens)
WG: USD 60,992 (USA) (17 December 2000) (18 screens)
WG: USD 95,493 (USA) (10 December 2000) (12 screens)
WG: USD 50,445 (USA) (3 December 2000) (2 screens)
WG: USD 56,805 (USA) (7 February 1982) (22 screens)"
1690318,"CP: Alpine Releasing Corporation
CP: Trimark Pictures, Inc.

GR: USD 13,323,625 (USA) (19 November 1995)
GR: USD 13,186,523 (USA) (12 November 1995)
GR: USD 12,914,175 (USA) (5 November 1995)
GR: USD 12,911,093 (USA) (29 October 1995)
GR: USD 12,905,201 (USA) (22 October 1995)
GR: USD 12,889,932 (USA) (15 October 1995)
GR: USD 12,869,146 (USA) (8 October 1995)
GR: USD 12,838,940 (USA) (1 October 1995)
GR: USD 12,797,022 (USA) (24 September 1995)
GR: USD 12,724,556 (USA) (17 September 1995)
GR: USD 12,632,534 (USA) (10 September 1995)
GR: USD 12,451,231 (USA) (4 September 1995)
GR: USD 11,476,198 (USA) (27 August 1995)
GR: USD 9,309,857 (USA) (20 August 1995)
GR: USD 4,315,310 (USA) (13 August 1995)
GR: USD 13,406,717 (USA)

OW: USD 4,315,310 (USA) (13 August 1995)

SD: 14 September 1994 - 9 December 1994

WG: USD 79,361 (USA) (19 November 1995) (177 screens)
WG: USD 271,445 (USA) (12 November 1995) (416 screens)
WG: USD 2,027 (USA) (5 November 1995) (21 screens)
WG: USD 2,604 (USA) (29 October 1995) (24 screens)
WG: USD 9,716 (USA) (22 October 1995) (41 screens)
WG: USD 14,532 (USA) (15 October 1995) (48 screens)
WG: USD 20,649 (USA) (8 October 1995) (51 screens)
WG: USD 30,819 (USA) (1 October 1995) (87 screens)
WG: USD 57,134 (USA) (24 September 1995) (106 screens)
WG: USD 72,778 (USA) (17 September 1995) (327 screens)
WG: USD 130,604 (USA) (10 September 1995) (221 screens)
WG: USD 611,646 (USA) (4 September 1995) (657 screens)
WG: USD 827,661 (USA) (27 August 1995)
WG: USD 2,306,294 (USA) (20 August 1995)
WG: USD 4,315,310 (USA) (13 August 1995)"
1690377,"CP: Copyright MCMLVII Attica Film Company Limited (on print)"
1690616,"BT: USD 40,000,000

GR: USD 107,458,785 (USA)

RT: USD 53,500,000 (USA)

SD: 10 July 1991 - 31 October 1991"
1690710,"SD: 13 November 1995 - 12 December 1995"
1690773,"AD: 207,644 (France) (30 December 1997)
AD: 100,271 (France) (opening week)
AD: 149,425 (Germany) (2 February 1998)
AD: 66,698 (Germany) (26 January 1998) (opening week)
AD: 96,534 (Netherlands) (31 December 1998)
AD: 84,009 (Netherlands) (1 January 1998)

BT: USD 12,000,000

CP: Life Less Limited

GR: USD 4,266,243 (USA) (23 November 1997)
GR: USD 4,218,615 (USA) (16 November 1997)
GR: USD 4,083,747 (USA) (9 November 1997)
GR: USD 3,511,326 (USA) (2 November 1997)
GR: USD 2,007,279 (USA) (26 October 1997)
GR: USD 4,700,000 (Worldwide) (9 November 1997) (except USA)
GR: USD 3,200,000 (Worldwide) (2 November 1997) (except USA)
GR: DEM 1,682,281 (Germany) (1 February 1998)

OW: USD 2,007,279 (USA) (26 October 1997) (1,207 screens)

SD: 30 September 1996 - 5 December 1996"
1690958,"AD: 6,364 (Germany) (5 July 1998) (opening week)

OW: DEM 53,629 (Germany) (5 July 1998) (30 screens)"
1691077,"AD: 3,375 (Netherlands) (31 December 1997)
AD: 3,351 (Netherlands) (1 January 1997)

BT: USD 17,000,000

GR: USD 10,019,307 (USA)
GR: GBP 723,238 (UK) (17 March 1996)

SD: 11 April 1994 - 11 July 1994"
1691387,"BT: USD 10,000,000

CP: Hollywood Pictures Company

GR: USD 29,392,418 (USA)

SD: 10 February 1994 - 11 April 1994"
1691642,"BT: USD 2,000,000

CP: Copyright 1966, renewed 1994 Highland Films, Ltd.
CP: Copyright © MCMLXVI Highland Films Ltd. All Rights Reserved (on print); Highland Films Ltd.; 31 December 1966; LP34162 (in copyright registry)

GR: USD 28,350,000 (USA)

PD: April 1966 - August 1966

RT: USD 12,750,000 (USA)

SD: 4 May 1966 - 5 August 1966"
1691685,"CP: BBC Northern Ireland, 1994 (on print)

GR: USD 95,254 (USA) (31 December 1994)
GR: USD 934,550 (USA)"
1691793,"AD: 31,301 (France) (7 March 2000)

GR: USD 544,538 (USA) (9 July 2000)
GR: USD 294,165 (USA) (19 March 2000)
GR: USD 67,779 (USA) (12 March 2000)
GR: USD 199,168 (USA) (20 February 2000)
GR: USD 14,017 (USA) (5 December 1999)

OW: USD 14,017 (USA) (5 December 1999) (2 screens)

WG: USD 447 (USA) (9 July 2000) (3 screens)
WG: USD 10,564 (USA) (19 March 2000) (8 screens)
WG: USD 18,099 (USA) (12 March 2000) (10 screens)
WG: USD 18,051 (USA) (20 February 2000) (6 screens)"
1692173,"AD: 13,910 (Netherlands) (31 December 2001)
AD: 13,849 (Netherlands) (31 December 2000)

CP: Copyright ©1999 by Twentieth Century Fox Film Corporation, Monarchy Enterprises B.V. and Regency Entertainment (USA), Inc. All Rights Reserved (on print)

GR: USD 16,071,990 (USA) (29 August 1999)
GR: USD 16,066,563 (USA) (22 August 1999)
GR: USD 16,050,862 (USA) (15 August 1999)
GR: USD 16,027,451 (USA) (8 August 1999)
GR: USD 15,997,302 (USA) (1 August 1999)
GR: USD 15,946,941 (USA) (25 July 1999)
GR: USD 15,837,164 (USA) (18 July 1999)
GR: USD 15,691,634 (USA) (11 July 1999)
GR: USD 15,588,182 (USA) (4 July 1999)
GR: USD 15,370,636 (USA) (27 June 1999)
GR: USD 14,956,135 (USA) (20 June 1999)
GR: USD 14,283,424 (USA) (13 June 1999)
GR: USD 13,013,938 (USA) (6 June 1999)
GR: USD 11,387,966 (USA) (30 May 1999)
GR: USD 8,233,427 (USA) (23 May 1999)
GR: USD 4,285,620 (USA) (16 May 1999)
GR: GBP 1,183,531 (UK) (17 October 1999)
GR: GBP 1,010,771 (UK) (10 October 1999)
GR: GBP 737,030 (UK) (3 October 1999)
GR: GBP 310,464 (UK) (26 September 1999)

OW: USD 4,285,620 (USA) (16 May 1999) (1,080 screens)
OW: GBP 310,464 (UK) (26 September 1999) (185 screens)

SD: 30 March 1998 - 30 May 1998

WG: USD 1,087,948 (USA) (6 June 1999) (1,005 screens)
WG: USD 2,073,723 (USA) (30 May 1999) (1,099 screens)
WG: USD 2,608,636 (USA) (23 May 1999) (1,093 screens)
WG: USD 4,285,620 (USA) (16 May 1999) (1,080 screens)
WG: GBP 85,826 (UK) (17 October 1999) (140 screens)
WG: GBP 134,887 (UK) (10 October 1999) (170 screens)
WG: GBP 248,765 (UK) (3 October 1999) (185 screens)
WG: GBP 310,464 (UK) (26 September 1999) (185 screens)"
1692580,"AD: 4,484 (Netherlands) (1 January 1998)
AD: 6,199 (Portugal) (11 September 1997)
AD: 3,867 (Portugal) (4 September 1997) (opening week)

GR: USD 2,196,534 (USA)"
1693225,"AD: 67 (Netherlands) (31 December 2000)

BT: USD 17,000,000

GR: USD 30,324,946 (USA) (3 January 1999)
GR: USD 30,294,402 (USA) (27 December 1998)
GR: USD 30,260,656 (USA) (20 December 1998)
GR: USD 30,204,912 (USA) (13 December 1998)
GR: USD 30,059,631 (USA) (6 December 1998)
GR: USD 29,876,461 (USA) (29 November 1998)
GR: USD 29,844,028 (USA) (22 November 1998)
GR: USD 29,730,484 (USA) (15 November 1998)
GR: USD 29,426,505 (USA) (8 November 1998)
GR: USD 28,291,334 (USA) (1 November 1998)
GR: USD 26,553,953 (USA) (25 October 1998)
GR: USD 23,353,595 (USA) (18 October 1998)
GR: USD 17,792,332 (USA) (11 October 1998)
GR: USD 9,604,791 (USA) (4 October 1998)
GR: GBP 124,842 (UK) (21 March 1999)

OW: USD 9,604,791 (USA) (4 October 1998) (1,865 screens)
OW: GBP 124,842 (UK) (21 March 1999) (151 screens)

PD: 21 July 1997 - ?

SD: 21 July 1997 - 18 September 1997

WG: USD 2,326,454 (USA) (25 October 1998) (1,993 screens)
WG: USD 3,818,323 (USA) (18 October 1998) (2,169 screens)
WG: USD 6,108,845 (USA) (11 October 1998) (2,169 screens)
WG: USD 9,604,791 (USA) (4 October 1998) (1,865 screens)
WG: GBP 124,842 (UK) (21 March 1999) (151 screens)"
1693305,"BT: USD 1,680,000

CP: © The Rank Organisation Film Productions Limited MCMLVIII (on print)"
1693341,"BT: USD 1,800,000

CP: 1984 The Elm Street Venture

GR: USD 10,777,659 (USA) (27 January 1985)
GR: USD 9,000,000 (USA) (20 January 1985)
GR: USD 7,659,250 (USA) (16 December 1984)
GR: USD 7,220,490 (USA) (9 December 1984)
GR: USD 6,511,320 (USA) (2 December 1984)
GR: USD 4,985,670 (USA) (25 November 1984)
GR: USD 3,090,000 (USA) (18 November 1984)
GR: USD 1,271,000 (USA) (11 November 1984)
GR: USD 25,504,513 (USA)
GR: USD 815,448 (Germany)

OW: USD 1,271,000 (USA) (11 November 1984) (165 screens)

SD: June 1984 - July 1984

WG: USD 1,323,175 (USA) (27 January 1985) (380 screens)
WG: USD 1,710,894 (USA) (20 January 1985) (377 screens)
WG: USD 337,360 (USA) (16 December 1984) (126 screens)
WG: USD 486,700 (USA) (9 December 1984) (207 screens)
WG: USD 1,130,330 (USA) (2 December 1984) (230 screens)
WG: USD 1,477,970 (USA) (25 November 1984) (255 screens)
WG: USD 1,634,000 (USA) (18 November 1984) (274 screens)
WG: USD 1,271,000 (USA) (11 November 1984) (165 screens)"
