movieid,businesstext
2275635,"BT: USD 8,600,000

GR: USD 7,840,272 (USA) (6 December 1981)
GR: USD 7,479,046 (USA) (29 November 1981)
GR: USD 6,768,055 (USA) (22 November 1981)
GR: USD 6,147,769 (USA) (15 November 1981)
GR: USD 5,366,987 (USA) (8 November 1981)
GR: USD 4,633,184 (USA) (1 November 1981)
GR: USD 3,391,563 (USA) (18 October 1981)
GR: USD 1,637,905 (USA) (4 October 1981)
GR: USD 999,250 (USA) (27 September 1981)
GR: USD 853,985 (USA) (20 September 1981)
GR: USD 650,000 (USA) (13 September 1981)
GR: USD 559,495 (USA) (7 September 1981)
GR: USD 286,519 (USA) (30 August 1981)
GR: USD 64,713 (USA) (23 August 1981)
GR: USD 8,124,257 (USA)

OW: USD 64,713 (USA) (23 August 1981) (3 screens)

SD: March 1980 -

WG: USD 248,704 (USA) (6 December 1981) (192 screens)
WG: USD 468,120 (USA) (29 November 1981) (226 screens)
WG: USD 474,889 (USA) (22 November 1981) (307 screens)
WG: USD 432,211 (USA) (15 November 1981) (176 screens)
WG: USD 574,993 (USA) (8 November 1981) (227 screens)
WG: USD 505,419 (USA) (1 November 1981) (223 screens)
WG: USD 522,834 (USA) (18 October 1981) (146 screens)
WG: USD 513,647 (USA) (4 October 1981) (94 screens)
WG: USD 144,873 (USA) (27 September 1981) (13 screens)
WG: USD 85,926 (USA) (20 September 1981) (5 screens)
WG: USD 89,684 (USA) (13 September 1981) (5 screens)
WG: USD 173,142 (USA) (7 September 1981) (5 screens)
WG: USD 124,602 (USA) (30 August 1981) (5 screens)
WG: USD 64,713 (USA) (23 August 1981) (3 screens)"
2275709,"CP: Caraboo Pictures Corp.

GR: USD 3,021,629 (USA)

SD: 13 September 1993 - 9 November 1993"
2276353,"AD: 638,796 (Sweden)

BT: USD 10,000,000

GR: USD 4,739,769 (USA) (12 October 1980)
GR: USD 69,847,348 (USA)
GR: SEK 14,327,419 (Sweden)

OW: USD 4,739,769 (USA) (12 October 1980) (763 screens)

RT: USD 34,400,000 (USA)

WG: USD 4,739,769 (USA) (12 October 1980) (763 screens)"
2276841,"AD: 9,084 (Netherlands) (31 December 1998)
AD: 8,959 (Netherlands) (1 January 1998)
AD: 10,586 (Portugal) (16 October 1997)
AD: 7,214 (Portugal) (9 October 1997) (opening week)

BT: USD 20,000,000

CP: Copyright © 1997 by Rysher Entertainment, Inc. All Rights Reserved. (on print)

GR: USD 41,198,146 (USA) (8 June 1997)
GR: USD 41,137,430 (USA) (1 June 1997)
GR: USD 41,022,574 (USA) (26 May 1997)
GR: USD 40,672,326 (USA) (27 April 1997)
GR: USD 40,573,649 (USA) (20 April 1997)
GR: USD 40,339,774 (USA) (13 April 1997)
GR: USD 39,747,702 (USA) (6 April 1997)
GR: USD 38,158,909 (USA) (30 March 1997)
GR: USD 34,448,633 (USA) (23 March 1997)
GR: USD 27,616,701 (USA) (16 March 1997)
GR: USD 14,616,333 (USA) (9 March 1997)

OW: USD 14,616,333 (USA) (9 March 1997) (2,138 screens)

PD: 2 May 1996 - 18 August 1996

RT: USD 18,141,200 (USA)"
2276914,"GR: USD 14,049,540 (USA) (5 September 1983)
GR: USD 13,443,480 (USA) (28 August 1983)
GR: USD 12,577,931 (USA) (21 August 1983)
GR: USD 11,470,375 (USA) (14 August 1983)
GR: USD 9,083,636 (USA) (7 August 1983)
GR: USD 4,411,861 (USA) (31 July 1983)
GR: USD 14,049,540 (USA)

OW: USD 4,411,861 (USA) (31 July 1983) (1024 screens)

SD: 25 October 1982 -

WG: USD 496,540 (USA) (5 September 1983) (328 screens)
WG: USD 462,480 (USA) (28 August 1983) (423 screens)
WG: USD 682,866 (USA) (21 August 1983) (531 screens)
WG: USD 1,128,375 (USA) (14 August 1983) (963 screens)
WG: USD 2,449,636 (USA) (7 August 1983) (983 screens)
WG: USD 4,411,861 (USA) (31 July 1983)"
2277269,"GR: USD 145,443 (USA) (31 May 1998)
GR: USD 105,053 (USA) (25 May 1998)"
2277334,"AD: 1,130,659 (Spain)
AD: 119,599 (Sweden)

CP: © 1985 ABC Motion Pictures Inc.

GR: USD 26,700,000 (USA)
GR: EUR 2,011,850 (Spain)
GR: SEK 4,274,008 (Sweden)

PD: March 1984 - ?

SD: 3 October 1984 - ?"
2277505,"BT: USD 10,000,000

GR: USD 53,470,900 (USA)

OW: USD 10,000,000 (USA)

RT: USD 25,134,800 (USA)

SD: 2 October 1989 - 24 November 1989"
2277506,"BT: USD 15,000,000

GR: USD 25,104,700 (USA)

SD: 16 January 1991 - 15 March 1991"
2278576,"BT: CAD 1,600,000

CP: © MCMLXXX by Guardian Trust Company, in trust (on print)

GR: USD 14,796,236 (USA)

SD: 7 August 1979 - 13 September 1979"
2278585,"CP: © Over The Edge Limited Partnership MCMXCI"
2279852,"AD: 666,680 (France) (28 March 1995)
AD: 72,217 (Sweden)

GR: USD 5,860,483 (USA)
GR: GBP 1,120,302 (UK) (19 March 1995)
GR: SEK 4,542,298 (Sweden)

SD: 6 March 1994 - 18 May 1994"
2280097,"AD: 724,160 (Spain)

BT: USD 806,947

CP: Copyright 1960 Shamley Productions, Inc. Renewed 1988 by Universal City Studios, Inc.
CP: Shannon Productions, Inc.; 16 June 1960; LP16674 (in copyright registry)

GR: USD 32,000,000 (USA)
GR: USD 50,000,000 (Worldwide) (January 2004)

PD: October 1959 - February 1960

RT: USD 11,200,000 (USA)

SD: 30 November 1959 - 1 February 1960 (additional scenes 15 February 1960 and 1 March 1960)"
2280098,"AD: 272,127 (Germany) (1 March 1999)
AD: 110,977 (Germany) (10 January 1999) (opening week)
AD: 13,703 (Netherlands) (31 December 1999)

BT: USD 60,000,000

CP: Imagine Entertainment
CP: Universal City Studios

GR: USD 21,380,220 (USA) (24 January 1999)
GR: USD 21,290,585 (USA) (17 January 1999)
GR: USD 21,133,025 (USA) (10 January 1999)
GR: USD 20,776,265 (USA) (3 January 1999)
GR: USD 20,030,270 (USA) (27 December 1998)
GR: USD 18,472,925 (USA) (20 December 1998)
GR: USD 15,586,125 (USA) (13 December 1998)
GR: USD 10,031,850 (USA) (6 December 1998)
GR: USD 21,456,130 (USA)
GR: GBP 1,447,991 (UK) (24 January 1999)
GR: GBP 1,164,539 (UK) (17 January 1999)
GR: GBP 606,782 (UK) (10 January 1999)
GR: USD 37,141,130 (Worldwide)
GR: USD 15,685,000 (Worldwide) (except USA)
GR: AUD 1,141,827 (Australia)

OW: USD 10,031,850 (USA) (6 December 1998) (2,477 screens)
OW: GBP 606,782 (UK) (10 January 1999) (269 screens)

PD: July 1998 - October 1998

SD: 6 July 1998 - 26 August 1998

WG: USD 1,928,920 (USA) (20 December 1998) (2,324 screens)
WG: USD 3,770,835 (USA) (13 December 1998) (2,489 screens)
WG: USD 10,031,850 (USA) (6 December 1998) (2,477 screens)
WG: GBP 156,445 (UK) (24 January 1999) (238 screens)
WG: GBP 359,376 (UK) (17 January 1999) (264 screens)
WG: GBP 606,782 (UK) (10 January 1999) (269 screens)"
2280101,"BT: USD 1,500,000

GR: USD 265,107 (USA) (10 December 2000)
GR: USD 263,969 (USA) (3 December 2000)
GR: USD 262,712 (USA) (19 November 2000)
GR: USD 262,996 (USA) (12 November 2000)
GR: USD 262,192 (USA) (5 November 2000)
GR: USD 259,769 (USA) (29 October 2000)
GR: USD 257,263 (USA) (22 October 2000)
GR: USD 251,796 (USA) (15 October 2000)
GR: USD 246,469 (USA) (8 October 2000)
GR: USD 235,816 (USA) (1 October 2000)
GR: USD 210,411 (USA) (24 September 2000)
GR: USD 185,026 (USA) (17 September 2000)
GR: USD 111,850 (USA) (10 September 2000)
GR: USD 144,461 (USA) (3 September 2000)
GR: USD 86,619 (USA) (27 August 2000)
GR: USD 65,811 (USA) (20 August 2000)
GR: USD 48,537 (USA) (13 August 2000)
GR: USD 21,359 (USA) (6 August 2000)

OW: USD 21,359 (USA) (6 August 2000) (7 screens)

WG: USD 811 (USA) (10 December 2000) (1 screen)
WG: USD 788 (USA) (3 December 2000) (1 screen)
WG: USD 48 (USA) (19 November 2000) (1 screen)
WG: USD 332 (USA) (12 November 2000) (1 screen)
WG: USD 1,414 (USA) (5 November 2000) (2 screens)
WG: USD 1,113 (USA) (29 October 2000) (6 screens)
WG: USD 3,012 (USA) (22 October 2000) (7 screens)
WG: USD 2,805 (USA) (15 October 2000) (3 screens)
WG: USD 6,763 (USA) (8 October 2000) (8 screens)
WG: USD 10,711 (USA) (1 October 2000) (8 screens)
WG: USD 23,833 (USA) (24 September 2000) (10 screens)
WG: USD 4,506 (USA) (17 September 2000) (5 screens)
WG: USD 14,521 (USA) (10 September 2000) (8 screens)
WG: USD 47,132 (USA) (3 September 2000) (11 screens)
WG: USD 20,808 (USA) (27 August 2000) (5 screens)
WG: USD 9,214 (USA) (20 August 2000) (3 screens)
WG: USD 14,041 (USA) (13 August 2000) (4 screens)
WG: USD 21,359 (USA) (6 August 2000) (7 screens)"
2280125,"BT: USD 5,000,000

CP: copyright MCMLXXXIII Universal City Studios, Inc. and Oak Industries

GR: USD 30,451,264 (USA) (17 July 1983)
GR: USD 28,983,988 (USA) (10 July 1983)
GR: USD 27,571,598 (USA) (4 July 1983)
GR: USD 25,848,430 (USA) (26 June 1983)
GR: USD 21,705,408 (USA) (19 June 1983)
GR: USD 16,687,820 (USA) (12 June 1983)
GR: USD 8,310,244 (USA) (5 June 1983)
GR: USD 34,725,000 (USA)
GR: USD 4,473,804 (Germany)

OW: USD 8,310,244 (USA) (5 June 1983)

SD: 30 June 1982 - August 1982

WG: USD 1,011,666 (USA) (17 July 1983) (618 screens)
WG: USD 1,311,390 (USA) (10 July 1983) (890 screens)
WG: USD 1,338,000 (USA) (4 July 1983) (890 screens)
WG: USD 1,687,935 (USA) (26 June 1983)
WG: USD 3,210,810 (USA) (19 June 1983)
WG: USD 4,898,496 (USA) (12 June 1983)
WG: USD 8,310,244 (USA) (5 June 1983)"
2280126,"GR: USD 12,808,730 (USA) (27 July 1986)
GR: USD 11,741,350 (USA) (20 July 1986)
GR: USD 9,502,250 (USA) (13 July 1986)
GR: USD 5,047,151 (USA) (7 July 1986)
GR: USD 14,481,606 (USA)
GR: USD 1,917,345 (Germany)

OW: USD 3,238,401 (USA) (7 July 1986)

SD: 28 June 1985 - 10 September 1985

WG: USD 559,150 (USA) (27 July 1986) (530 screens)
WG: USD 1,048,800 (USA) (20 July 1986) (760 screens)
WG: USD 2,613,660 (USA) (13 July 1986)
WG: USD 3,238,401 (USA) (7 July 1986)"
2280376,"BT: USD 250,000

CP: Tokuma Japan Communications Co., Ltd."
2280997,"AD: 2,820,011 (France) (31 December 1995)
AD: 2,000,000 (France) (31 January 1995)
AD: 1,147,984 (Germany) (31 December 1995)
AD: 2,154,375 (Spain)
AD: 306,826 (Sweden)

BT: USD 8,000,000

CP: © 1994 Miramax Films

GR: USD 107,928,762 (USA) (5 August 2012)
GR: USD 44,204,134 (USA) (13 November 1994)
GR: USD 38,145,544 (USA) (6 November 1994)
GR: USD 30,570,220 (USA) (30 October 1994)
GR: USD 21,670,188 (USA) (23 October 1994)
GR: USD 107,928,762 (USA)
GR: GBP 10,734,320 (UK) (22 February 1995)
GR: GBP 9,823,099 (UK) (22 January 1995)
GR: GBP 7,123,934 (UK) (11 December 1994)
GR: GBP 4,243,233 (UK) (13 November 1994)
GR: USD 213,928,762 (Worldwide)
GR: EUR 4,767,000 (Italy)
GR: ESP 1,117,000,000 (Spain)
GR: SEK 22,164,779 (Sweden)

OW: USD 9,311,882 (USA) (14 October 1994)

RT: USD 35,615,000 (USA)

SD: 20 September 1993 - 30 November 1993

WG: USD 3,010,154 (USA) (20 November 1994) (1151 screens)
WG: USD 4,104,099 (USA) (13 November 1994) (1404 screens)
WG: USD 5,142,126 (USA) (6 November 1994) (1494 screens)
WG: USD 5,690,054 (USA) (30 October 1994) (1494 screens)
WG: USD 8,389,221 (USA) (23 October 1994) (1489 screens)
WG: USD 9,311,882 (USA) (16 October 1994) (1338 screens)"
2281105,"CP: Copyright © MCMXC New Line Corporation All Rights Reserved

GR: USD 11,541,758 (USA)

OW: USD 1,601,489 (USA) (26 August 1990) (799 screens)

SD: 27 November 1989 - ?"
2281160,"BT: USD 3,500,000

CP: 1988 MGM/UA, Inc.

GR: USD 4,385,516 (USA)

SD: 20 April 1987 - 9 June 1987"
2282360,"BT: USD 38,000,000

GR: USD 8,406,264 (USA) (4 July 1999)
GR: USD 8,392,081 (USA) (27 June 1999)
GR: USD 8,364,731 (USA) (20 June 1999)
GR: USD 8,333,228 (USA) (13 June 1999)
GR: USD 8,261,390 (USA) (6 June 1999)
GR: USD 8,137,717 (USA) (30 May 1999)
GR: USD 7,975,414 (USA) (23 May 1999)
GR: USD 7,703,083 (USA) (16 May 1999)
GR: USD 7,023,561 (USA) (9 May 1999)
GR: USD 5,846,057 (USA) (2 May 1999)
GR: USD 3,555,032 (USA) (25 April 1999)
GR: GBP 211,735 (UK) (7 November 1999)
GR: GBP 106,319 (UK) (31 October 1999)

OW: USD 3,555,032 (USA) (25 April 1999) (1,283 screens)
OW: GBP 106,319 (UK) (31 October 1999) (110 screens)

SD: 24 February 1998 - 2 June 1998

WG: USD 1,250,045 (USA) (2 May 1999) (1,284 screens)
WG: USD 3,555,032 (USA) (25 April 1999) (1,283 screens)
WG: GBP 42,994 (UK) (7 November 1999) (74 screens)
WG: GBP 106,319 (UK) (31 October 1999) (110 screens)"
2285138,"BT: GBP 92,000

CP: Clarion Films Limited (1957)"
2285139,"BT: GBP 275,000

CP: Copyright © MCMLXVII Hammer Film Productions Limited

PD: 27 February 1967 - 25 April 1967"
2285647,"GR: USD 612,781 (USA)

SD: 10 July 1989 - 14 September 1989"
2285997,"AD: 66,339 (Brazil) (9 July 1998)
AD: 38,147 (Brazil) (2 July 1998) (opening week)
AD: 379,228 (Germany) (19 July 1998)
AD: 562,264 (Germany) (12 July 1998)
AD: 205,881 (Germany) (5 July 1998)
AD: 87,267 (Germany) (28 June 1998) (opening week)
AD: 147,657 (Netherlands) (31 December 1999)
AD: 147,377 (Netherlands) (31 December 1998)

BT: USD 40,000,000

GR: USD 22,717,758 (USA) (9 August 1998)
GR: USD 22,670,885 (USA) (2 August 1998)
GR: USD 22,621,757 (USA) (26 July 1998)
GR: USD 22,549,411 (USA) (19 July 1998)
GR: USD 22,413,579 (USA) (12 July 1998)
GR: USD 22,132,425 (USA) (5 July 1998)
GR: USD 21,872,363 (USA) (28 June 1998)
GR: USD 21,643,633 (USA) (21 June 1998)
GR: USD 21,001,841 (USA) (14 June 1998)
GR: USD 19,226,325 (USA) (7 June 1998)
GR: USD 17,023,897 (USA) (31 May 1998)
GR: USD 13,771,480 (USA) (25 May 1998)
GR: USD 6,041,602 (USA) (17 May 1998)
GR: GBP 927,569 (UK) (30 August 1998)
GR: GBP 824,742 (UK) (23 August 1998)
GR: GBP 701,861 (UK) (16 August 1998)
GR: GBP 582,543 (UK) (9 August 1998)
GR: GBP 424,555 (UK) (2 August 1998)
GR: GBP 126,160 (UK) (26 July 1998)
GR: USD 15,400,000 (Worldwide) (18 October 1998) (except USA)
GR: DEM 1,725,253 (Germany) (5 July 1998)

OW: USD 6,041,602 (USA) (17 May 1998) (3,107 screens)
OW: GBP 126,160 (UK) (26 July 1998) (259 screens)
OW: DEM 643,525 (Germany) (28 June 1998) (398 screens)

WG: USD 1,303,646 (USA) (7 June 1998) (1,562 screens)
WG: USD 2,356,063 (USA) (31 May 1998) (2,449 screens)
WG: USD 6,309,793 (USA) (24 May 1998) (3,107 screens)
WG: USD 6,041,602 (USA) (17 May 1998) (3,107 screens)
WG: GBP 31,873 (UK) (30 August 1998) (204 screens)
WG: GBP 56,630 (UK) (23 August 1998) (217 screens)
WG: GBP 54,515 (UK) (16 August 1998) (220 screens)
WG: GBP 41,285 (UK) (9 August 1998) (254 screens)
WG: GBP 87,844 (UK) (2 August 1998) (261 screens)
WG: GBP 126,160 (UK) (26 July 1998) (259 screens)
WG: DEM 816,154 (Germany) (5 July 1998) (402 screens)"
2286681,"AD: 261,113 (France) (28 February 1995)

GR: USD 24,822,619 (USA)

OW: USD 757,714 (USA) (16 September 1994) (27 screens)"
2287637,"GR: USD 1,945,552 (USA)

OW: USD 1,116,504 (USA) (24 March 1996) (1,218 screens)"
2288084,"BT: USD 16,000,000

CP: © copyright 1987 Orion Pictures Corporation (on print)

GR: USD 14,792,779 (USA)

OW: USD 1,522,423 (USA) (1 February 1987) (128 screens)

SD: 1986 - 1986"
2288257,"CP: copyright MCMXCIV Universal City Studios, Inc.

GR: USD 1,299,060 (USA)

OW: USD 835,570 (USA) (23 October 1994) (844 screens)

SD: 28 October 1993 - 23 December 1993"
2288625,"AD: 126,642 (Sweden)

BT: USD 18,000,000

CP: United Artists Corporation; 30 December 1980; PA-106-047 (in copyright registry)

GR: USD 23,383,987 (USA) (17 February 2005)
GR: USD 49,034 (USA) (17 February 2005)
GR: USD 45,250 (USA) (13 February 2005)
GR: USD 32,676 (USA) (6 February 2005)
GR: USD 13,568 (USA) (30 January 2005)
GR: USD 23,334,953 (USA) (31 December 1981)
GR: USD 1,513,288 (USA) (21 December 1980)
GR: USD 828,769 (USA) (14 December 1980)
GR: USD 708,185 (USA) (7 December 1980)
GR: USD 549,680 (USA) (30 November 1980)
GR: USD 328,236 (USA) (23 November 1980)
GR: USD 128,590 (USA) (16 November 1980)
GR: USD 23,383,987 (USA) (1980)
GR: AUD 33,083 (Australia) (2001)
GR: AUD 904,500 (Australia) (1981)
GR: HKD 275,132 (Hong Kong) (1981)
GR: ITL 25,213,000 (Italy) (1983)
GR: ITL 2,326,800,000 (Italy) (1981)
GR: SEK 2,956,382 (Sweden)

OW: USD 13,568 (USA) (30 January 2005) (1 screen)
OW: USD 128,590 (USA) (16 November 1980) (4 screens)

SD: 16 April 1979 - December 1979

WG: USD 6,182 (USA) (13 February 2005) (1 screen)
WG: USD 8,196 (USA) (6 February 2005) (1 screen)
WG: USD 13,568 (USA) (30 January 2005) (1 screen)
WG: USD 649,470 (USA) (21 December 1980) (180 screens)
WG: USD 71,852 (USA) (14 December 1980) (4 screens)
WG: USD 93,219 (USA) (7 December 1980) (4 screens)
WG: USD 129,307 (USA) (30 November 1980) (4 screens)
WG: USD 112,663 (USA) (23 November 1980) (4 screens)
WG: USD 128,590 (USA) (16 November 1980) (4 screens)"
2288828,"AD: 6,397,117 (France)
AD: 4,151,012 (Spain)
AD: 1,201,930 (Sweden)
AD: 2,498,639 (West Germany)

BT: USD 18,000,000

CP: Lucasfilm Ltd. (LFL); 14 August 1981; PA112321 (in copyright registry)
CP: Lucasfilm Ltd.

GR: USD 3,115,115 (USA) (30 September 2012)
GR: USD 3,055,303 (USA) (23 September 2012)
GR: USD 2,825,462 (USA) (16 September 2012)
GR: USD 1,673,731 (USA) (9 September 2012)
GR: USD 242,374,454 (USA) (16 June 2012)
GR: USD 228,671,608 (USA) (29 August 1982)
GR: USD 227,358,343 (USA) (22 August 1982)
GR: USD 226,124,455 (USA) (15 August 1982)
GR: USD 224,532,266 (USA) (8 August 1982)
GR: USD 222,254,556 (USA) (1 August 1982)
GR: USD 219,081,050 (USA) (25 July 1982)
GR: USD 213,909,222 (USA) (18 July 1982)
GR: USD 196,614,672 (USA) (14 March 1982)
GR: USD 194,974,748 (USA) (7 March 1982)
GR: USD 192,999,474 (USA) (28 February 1982)
GR: USD 191,231,287 (USA) (21 February 1982)
GR: USD 189,468,297 (USA) (15 February 1982)
GR: USD 187,406,147 (USA) (7 February 1982)
GR: USD 185,748,792 (USA) (31 January 1982)
GR: USD 183,912,000 (USA) (24 January 1982)
GR: USD 181,718,672 (USA) (17 January 1982)
GR: USD 179,642,063 (USA) (10 January 1982)
GR: USD 176,193,981 (USA) (3 January 1982)
GR: USD 160,955,434 (USA) (6 December 1981)
GR: USD 158,118,372 (USA) (29 November 1981)
GR: USD 151,938,500 (USA) (22 November 1981)
GR: USD 148,244,536 (USA) (15 November 1981)
GR: USD 146,648,104 (USA) (8 November 1981)
GR: USD 144,963,710 (USA) (1 November 1981)
GR: USD 141,812,813 (USA) (18 October 1981)
GR: USD 139,888,596 (USA) (11 October 1981)
GR: USD 136,885,717 (USA) (4 October 1981)
GR: USD 134,396,731 (USA) (27 September 1981)
GR: USD 131,810,688 (USA) (20 September 1981)
GR: USD 128,566,311 (USA) (13 September 1981)
GR: USD 125,254,773 (USA) (7 September 1981)
GR: USD 117,371,084 (USA) (30 August 1981)
GR: USD 110,733,608 (USA) (23 August 1981)
GR: USD 104,088,566 (USA) (16 August 1981)
GR: USD 95,974,374 (USA) (9 August 1981)
GR: USD 88,137,951 (USA) (2 August 1981)
GR: USD 78,743,581 (USA) (26 July 1981)
GR: USD 68,431,268 (USA) (19 July 1981)
GR: USD 58,406,558 (USA) (12 July 1981)
GR: USD 46,273,735 (USA) (6 July 1981)
GR: USD 34,903,399 (USA) (28 June 1981)
GR: USD 21,861,910 (USA) (21 June 1981)
GR: USD 8,305,823 (USA) (14 June 1981)
GR: USD 245,034,358 (USA)
GR: USD 3,309,000 (UK)
GR: USD 384,140,454 (Worldwide) (16 June 2012)
GR: USD 8,947,608 (Germany)
GR: SEK 28,384,198 (Sweden)

OW: USD 1,673,731 (USA) (9 September 2012) (267 screens)
OW: USD 8,305,823 (USA) (14 June 1981) (1,078 screens)

PD: April 1980 - June 1980

RT: USD 115,599,000 (USA)
RT: USD 399,200,000 (Worldwide)

SD: 23 June 1980 - October 1980

WG: USD 26,522 (USA) (30 September 2012) (40 screens)
WG: USD 75,114 (USA) (23 September 2012) (85 screens)
WG: USD 390,093 (USA) (16 September 2012) (322 screens)
WG: USD 1,673,731 (USA) (9 September 2012) (267 screens)
WG: USD 1,362,289 (USA) (6 September 1982) (567 screens)
WG: USD 825,798 (USA) (29 August 1982) (490 screens)
WG: USD 670,596 (USA) (22 August 1982) (425 screens)
WG: USD 804,124 (USA) (15 August 1982) (479 screens)
WG: USD 1,213,958 (USA) (8 August 1982) (630 screens)
WG: USD 1,617,938 (USA) (1 August 1982) (830 screens)
WG: USD 2,827,413 (USA) (25 July 1982)
WG: USD 4,347,101 (USA) (18 July 1982)
WG: USD 1,243,988 (USA) (14 March 1982) (633 screens)
WG: USD 1,665,000 (USA) (7 March 1982) (650 screens)
WG: USD 1,410,000 (USA) (28 February 1982) (650 screens)
WG: USD 1,442,813 (USA) (21 February 1982) (668 screens)
WG: USD 1,640,574 (USA) (15 February 1982) (620 screens)
WG: USD 1,281,561 (USA) (7 February 1982) (732 screens)
WG: USD 1,520,273 (USA) (31 January 1982) (681 screens)
WG: USD 1,788,556 (USA) (24 January 1982) (740 screens)
WG: USD 1,629,191 (USA) (17 January 1982) (796 screens)
WG: USD 1,908,232 (USA) (10 January 1982) (914 screens)
WG: USD 3,735,244 (USA) (3 January 1982)
WG: USD 3,716,952 (USA) (27 December 1981)
WG: USD 2,441,000 (USA) (6 December 1981) (981 screens)
WG: USD 4,228,951 (USA) (29 November 1981)
WG: USD 3,307,347 (USA) (22 November 1981)
WG: USD 1,113,624 (USA) (15 November 1981) (410 screens)
WG: USD 1,268,973 (USA) (8 November 1981) (440 screens)
WG: USD 967,723 (USA) (1 November 1981) (431 screens)
WG: USD 1,533,105 (USA) (18 October 1981) (466 screens)
WG: USD 2,213,904 (USA) (11 October 1981) (550 screens)
WG: USD 1,959,650 (USA) (4 October 1981) (550 screens)
WG: USD 1,871,521 (USA) (27 September 1981) (621 screens)
WG: USD 2,326,951 (USA) (20 September 1981) (750 screens)
WG: USD 2,422,842 (USA) (13 September 1981) (900 screens)
WG: USD 5,406,403 (USA) (7 September 1981)
WG: USD 3,909,879 (USA) (30 August 1981)
WG: USD 4,183,784 (USA) (23 August 1981)
WG: USD 5,157,432 (USA) (16 August 1981)
WG: USD 4,846,228 (USA) (9 August 1981)
WG: USD 5,369,898 (USA) (2 August 1981)
WG: USD 6,046,274 (USA) (26 July 1981)
WG: USD 6,450,189 (USA) (19 July 1981)
WG: USD 6,137,192 (USA) (12 July 1981)
WG: USD 7,342,026 (USA) (6 July 1981)
WG: USD 7,069,358 (USA) (28 June 1981)
WG: USD 8,018,871 (USA) (21 June 1981)
WG: USD 8,305,823 (USA) (14 June 1981)"
2288969,"CP: Copyright MCMXXXII by Feature Productions, Inc. (on print); © Feature Productions, Inc.; 1 October 1932; LP3326 (in copyright registry)

SD: ? - 22 June 1932"
2289039,"AD: 2,620,000 (Argentina)
AD: 1,032,999 (Sweden)
AD: 6,007,188 (West Germany) (1989)

BT: USD 25,000,000

CP: Metro-Goldwyn-Mayer Inc.
CP: © 1988 United Artists Pictures, Inc. (on print)

GR: USD 172,825,435 (USA)
GR: GBP 9,700,000 (UK)
GR: USD 354,825,435 (Worldwide)
GR: USD 182,000,000 (Worldwide) (except USA)
GR: AUD 15,183,002 (Australia) (1989)
GR: HKD 12,663,656 (Hong Kong) (5 May 1989)
GR: SEK 48,927,841 (Sweden)

OW: USD 7,005,719 (USA) (16 December 1988) (1,248 screens)
OW: AUD 970,169 (Australia) (25 February 1989)

RT: USD 86,813,000 (USA)

SD: 2 May 1988 - 28 July 1988"
2289215,"CP: Channel Four Television Corporation

GR: USD 89,388 (USA)"
2289279,"BT: USD 36,000,000

GR: USD 7,000,000 (USA)

RT: USD 6,800,000 (USA)"
2289300,"AD: 302,986 (France)
AD: 196,246 (Germany)
AD: 348,685 (Spain)
AD: 67,309 (Sweden)

BT: USD 6,000,000

GR: USD 22,847,564 (USA)
GR: USD 29,180,280 (Worldwide) (1990)
GR: AUD 1,324,875 (Australia)
GR: ITL 1,038,051,000 (Italy) (1987)
GR: ESP 109,318,359 (Spain)
GR: SEK 2,201,248 (Sweden)

OW: USD 36,240 (USA) (15 March 1987) (1 screen)

PD: 1986 -

SD: 3 February 1986 - ?"
