actorid,name,sex
200239,"Brown, John (XIII)",M
200264,"Brown, John Michael",M
200281,"Brown, Jon (VI)",M
200288,"Brown, Jonathan (III)",M
200306,"Brown, Jophery C.",M
200308,"Brown, Jordan (I)",M
200359,"Brown, Joshua David",M
200377,"Brown, Junior (I)",M
200417,"Brown, Kedar",M
200422,"Brown, Keith (I)",M
200486,"Brown, Kenneth A.",M
200506,"Brown, Kevin (I)",M
200521,"Brown, Kevin (XXII)",M
200531,"Brown, Kevin Guy",M
200565,"Brown, Kourtney",M
200573,"Brown, Kristofor",M
200627,"Brown, Lawrence (I)",M
200653,"Brown, Lennox",M
200656,"Brown, Leon (I)",M
200657,"Brown, Leon Addison",M
200661,"Brown, Les (I)",M
200676,"Brown, Lew (II)",M
200677,"Brown, Lewis (II)",M
200724,"Brown, Loyd Lee",M
200729,"Brown, Luke (I)",M
200782,"Brown, Marcus Lyle",M
200789,"Brown, Mark (II)",M
200841,"Brown, Marvin (II)",M
200911,"Brown, Maurice Jamaal",M
200913,"Brown, Max (II)",M
200961,"Brown, Michael (VII)",M
200969,"Brown, Michael (XII)",M
201043,"Brown, Mike (XLV)",M
201050,"Brown, Mike (XXIV)",M
201085,"Brown, Morgan (I)",M
201086,"Brown, Morgan (II)",M
201100,"Brown, Nacio Herb",M
201146,"Brown, Nicholas (II)",M
201155,"Brown, Nick (IV)",M
201189,"Brown, Norman Patrick",M
201195,"Brown, O. Nicholas",M
201209,"Brown, Orlando (I)",M
201212,"Brown, Orville",M
201220,"Brown, P.J. (I)",M
201236,"Brown, Patrick (I)",M
201257,"Brown, Paul (IV)",M
201284,"Brown, Paul B. (I)",M
201345,"Brown, Phil (I)",M
201358,"Brown, Philip Martin",M
201360,"Brown, Phillip (III)",M
201401,"Brown, Ralph (I)",M
201404,"Brown, Ralph (VI)",M
201410,"Brown, Randal",M
201414,"Brown, Randy (III)",M
201428,"Brown, Ray (II)",M
201431,"Brown, Ray (XII)",M
201446,"Brown, Raymond (I)",M
201451,"Brown, Reb",M
201478,"Brown, Rhozier",M
201480,"Brown, Ricardo",M
201488,"Brown, Richard (I)",M
201489,"Brown, Richard (III)",M
201515,"Brown, Richard Burton",M
201557,"Brown, Robert (I)",M
201570,"Brown, Robert (VIII)",M
201624,"Brown, Roger Aaron",M
201626,"Brown, Roland (I)",M
201631,"Brown, Ron (I)",M
201649,"Brown, Ronald (I)",M
201658,"Brown, Ronald D. (I)",M
201692,"Brown, Russ (I)",M
201734,"Brown, Sam (IV)",M
201771,"Brown, Scott (III)",M
201798,"Brown, Scotty (II)",M
201889,"Brown, Speedy",M
201895,"Brown, Spitfire",M
201899,"Brown, Stanley (I)",M
201909,"Brown, Stephen (III)",M
201970,"Brown, Steven (II)",M
201987,"Brown, Steven James",M
202003,"Brown, Stumpy",M
202031,"Brown, Tarell (I)",M
202042,"Brown, Teddy",M
202052,"Brown, Terry (I)",M
202084,"Brown, Thomas Wilson",M
202118,"Brown, Timothy (I)",M
202125,"Brown, Timothy P.",M
202138,"Brown, Todd (V)",M
202143,"Brown, Todd Cameron",M
202172,"Brown, Tommy (II)",M
202180,"Brown, Tony (I)",M
202185,"Brown, Tony (V)",M
202242,"Brown, Tucker (I)",M
202276,"Brown, Vick",M
202292,"Brown, W. Earl",M
202300,"Brown, Wadell",M
202303,"Brown, Wally (I)",M
202309,"Brown, Walter (II)",M
202331,"Brown, Wayne (VIII)",M
202383,"Brown, William Scott",M
202387,"Brown, Willie (I)",M
202404,"Brown, Wren T.",M
202470,"Browne, Alfred",M
202481,"Browne, Bernard (II)",M
202497,"Browne, Charles A.",M
202503,"Browne, Clarke",M
202544,"Browne, Ethan",M
202566,"Browne, Jackson",M
202587,"Browne, Kale",M
202613,"Browne, Michael (I)",M
202621,"Browne, Nick (I)",M
202638,"Browne, Ray",M
202648,"Browne, Robert Alan",M
202654,"Browne, Ron Gene",M
202655,"Browne, Ronan (I)",M
202657,"Browne, Roscoe Lee",M
202661,"Browne, Scoville",M
202683,"Browne, Victor",M
202691,"Browne, Zachary",M
202720,"Brownell, Trey",M
202735,"Brownfeather, Jimmy",M
202737,"Brownfield, Lee",M
202777,"Browning, David (I)",M
202779,"Browning, David E.",M
202791,"Browning, Gordon",M
202797,"Browning, Ivan (I)",M
202843,"Browning, Norman",M
202844,"Browning, Patrick",M
202848,"Browning, Ricou",M
202868,"Browning, Tim (II)",M
202870,"Browning, Tod",M
202891,"Brownlee, Frank",M
202907,"Brownlee, Mongo",M
202950,"Brownrigg, Howard",M
202955,"Browns, Robert Alan",M
202968,"Brownson, Malcolm",M
202971,"Brownstein, Bill (II)",M
202982,"Brownstein, Rob",M
202983,"Brownstein, Ronald",M
203018,"Broyden, Jim",M
203038,"Broyles, Robert",M
203088,"Brozovic, Nick",M
203132,"Brubaker, James D.",M
203142,"Brubaker, Robert (I)",M
203148,"Brubaker, Tony",M
203198,"Bruce, Anthony",M
203244,"Bruce, Colin (I)",M
203254,"Bruce, David (I)",M
203258,"Bruce, David (VII)",M
203285,"Bruce, Ed (I)",M
203286,"Bruce, Eddie",M
203287,"Bruce, Edgar K.",M
203318,"Bruce, Ian (I)",M
203358,"Bruce, Johnathon",M
203394,"Bruce, Michael (X)",M
203409,"Bruce, Nigel",M
203422,"Bruce, Reggie",M
203427,"Bruce, Robert (I)",M
203428,"Bruce, Robert (II)",M
203480,"Bruce, William",M
203526,"Bruchim, Benny",M
203551,"Bruck, Karl",M
203610,"Bruckner, Doug",M
203628,"Bruckschwaiger, Karl",M
203641,"Bruder, Melvyn Carson",M
203701,"Bruel, Patrick",M
203731,"Bruer, Jason",M
203765,"Bruggeman, George",M
203770,"Bruggeman, Tom",M
203807,"Brugman, James",M
203814,"Brugnini, Achille",M
203815,"Brugnini, Aldo",M
203838,"Bruhanski, Alex",M
203881,"Bruhnanski, Craig",M
203886,"Bruhns, Werner",M
203918,"Bruins, Charles",M
203966,"Brulee, Scotty",M
204061,"Brumfield, Aaron",M
204065,"Brumfield, Harvey",M
204069,"Brumfield, John (I)",M
204076,"Brumfield, Rhynell",M
204095,"Brumlik, Geoff",M
204149,"Brumpton, John",M
204162,"Brun, Damien",M
204171,"Brun, Jacques",M
204217,"Bruna, Christian",M
204225,"Bruna, Miorelli",M
204258,"Brunczek, Carl",M
204276,"Brundin, Bo",M
204320,"Bruneau, Philippe",M
204323,"Bruneau, Ralph",M
204372,"Brunelle, Thomas",M
204395,"Bruner, Bob (I)",M
204397,"Bruner, Cliff",M
204407,"Bruner, John (I)",M
204446,"Brunet, Arthur",M
204470,"Brunet, Jacques (I)",M
204480,"Brunet, Marc (I)",M
204556,"Brunetti, Ted (I)",M
204611,"Bruni, Peter",M
204665,"Brunjes, David",M
204701,"Brunn, Frederic",M
204714,"Brunnen, David Zum",M
204719,"Brunner, Arthur (II)",M
204722,"Brunner, Charles",M
204726,"Brunner, Don",M
204729,"Brunner, Ernest",M
204786,"Brunner, Robert (I)",M
204825,"Bruno (X)",M
204910,"Bruno, Dylan",M
204929,"Bruno, Gary",M
204960,"Bruno, Jerry",M
204968,"Bruno, John (I)",M
204978,"Bruno, Jon (I)",M
204981,"Bruno, Jorge (I)",M
205025,"Bruno, Mickey",M
205032,"Bruno, Nando",M
205113,"Brunot, Michel",M
205139,"Bruns, Norbert W.",M
205142,"Bruns, Philip",M
205164,"Brunsin, Jerry",M
205183,"Brunson, Darryl",M
205202,"Brunson, Ted",M
205232,"Brunt, Clive",M
205248,"Brunt, Scott (I)",M
205287,"Brunzell, Jim",M
205292,"Brunéo, Laurent",M
205378,"Brusilovsky, Sergey",M
205396,"Bruskotter, Eric",M
205438,"Brusselmans, Herman",M
205501,"Bruton, Ian",M
205515,"Bruton, Stephen",M
205522,"Brutsche, Ivan",M
205523,"Brutsche, Jerry",M
205593,"Bruwier, Henri",M
205615,"Bruynbroek, Frank",M
205637,"Bruz, Danny P.",M
205641,"Bruzan, Edward",M
205646,"Bruzek, Russ",M
205708,"Bryan, Arthur Q.",M
205716,"Bryan, Billy",M
205739,"Bryan, Clifton Lloyd",M
205763,"Bryan, Dwyght",M
205796,"Bryan, Jess",M
205833,"Bryan, Marvin",M
205849,"Bryan, R. Lee",M
205850,"Bryan, Radcliffe",M
205859,"Bryan, Robbie",M
205872,"Bryan, Scott (I)",M
205886,"Bryan, Timothy (III)",M
205904,"Bryan, Zachery Ty",M
205909,"Bryans, Kenneth",M
205925,"Bryant, Adam (I)",M
205929,"Bryant, Al (I)",M
205964,"Bryant, Bob",M
205973,"Bryant, Buddy",M
206001,"Bryant, Claude 'Pete'",M
206024,"Bryant, Daniel (I)",M
206085,"Bryant, Fred (I)",M
206129,"Bryant, James W.",M
206164,"Bryant, Jimmy (I)",M
206175,"Bryant, John 'B.J.'",M
206176,"Bryant, John (I)",M
206220,"Bryant, Kurt",M
206224,"Bryant, Lance",M
206243,"Bryant, Mark S.",M
206250,"Bryant, Michael (I)",M
206288,"Bryant, Pembroke",M
206290,"Bryant, Peter (I)",M
206316,"Bryant, Robert (IV)",M
206367,"Bryant, Todd (I)",M
206385,"Bryant, Walter (I)",M
206388,"Bryant, Warren",M
206393,"Bryant, William (I)",M
206415,"Bryar, Paul",M
206437,"Bryce, Ed",M
206462,"Bryce, Mackenzie",M
206471,"Bryce, Roberto",M
206472,"Bryce, Scott",M
206526,"Brydon, Jon",M
206532,"Brydon, Rob",M
206535,"Brydon, W.B.",M
206561,"Bryggman, Larry",M
206564,"Brygmann, Lars",M
206597,"Brymer, Patrick",M
206614,"Brynelsen, John",M
206626,"Bryniarski, Andrew",M
206627,"Bryniarski, Bruno",M
206644,"Brynner, Yul",M
206649,"Brynolfsson, Reine",M
206673,"Bryson, Bradford",M
206692,"Bryson, Ed",M
206694,"Bryson, Eric (I)",M
206703,"Bryson, James (I)",M
206904,"Bré, Pierre-Richard",M
206988,"Brönner, Till",M
207024,"Brücher, Niko",M
207033,"Brück, Nils",M
207073,"Brückner, Wilhelm",M
207139,"Brüning, Jürgen",M
207164,"BT (I)",M
207188,"Bua, Nino",M
207205,"Buain, Daniel",M
207353,"Bubetz, Christopher",M
207361,"Bubier, Kennard F.",M
207363,"Bubik, István",M
207366,"Bubisco, Jeffery",M
207373,"Buble, Brandee",M
207379,"Bublitz, Brien",M
207383,"Bublé, Michael",M
207441,"Bucaro III, Joe",M
207442,"Bucaro, Art",M
207448,"Bucatinsky, Dan",M
207454,Buccaneer,M
207455,"Buccaneers, The",M
207462,"Buccella, David",M
207476,"Bucceroni, Kevin",M
207544,"Buccio, Jorge",M
207554,"Buccola, Gino",M
207592,"Buch, Fred (I)",M
207646,"Buchan, John (II)",M
207690,"Buchanan, Buck (II)",M
207722,"Buchanan, David (IX)",M
207736,"Buchanan, Edgar",M
207754,"Buchanan, Ian (I)",M
207755,"Buchanan, Jack (I)",M
207761,"Buchanan, James (VIII)",M
207801,"Buchanan, Michael (II)",M
207813,"Buchanan, Olin",M
207814,"Buchanan, Pat (I)",M
207837,"Buchanan, Russell",M
207846,"Buchanan, Stephen (I)",M
207851,"Buchanan, Stuart (I)",M
207883,"Buchanon, Jack",M
207918,"Buchbinder, Voren",M
207923,"Buchdahl, Alan",M
207934,"Buchek, Jerry",M
207937,"Buchel, Helmut",M
207946,"Buchen, Daniel",M
207995,"Buchette, Oliver",M
208020,"Buchholz, Bob",M
208036,"Buchholz, Horst",M
208100,"Buchman, Sascha",M
208114,"Buchmelter III, John F.",M
208159,"Buchsbaum, Max",M
208180,"Buchwald, Gaura Vani",M
208212,"Bucio, Julian",M
208219,"Buck (III)",M
208225,"Buck (XI)",M
208267,"Buck, Cory",M
208283,"Buck, David",M
208284,"Buck, Detlev (I)",M
208296,"Buck, Frank (II)",M
208301,"Buck, George (I)",M
208302,"Buck, Ghetto",M
208323,"Buck, Joe (II)",M
208379,"Buck, R.A.",M
208382,"Buck, Raymond",M
208385,"Buck, Richard (I)",M
208390,"Buck, Robert (I)",M
208401,"Buck, Steve (I)",M
208405,"Buck, Ted",M
208417,"Buck, William (II)",M
208427,"Buckalew, Tyler Mason",M
208441,"Buckby, Paul",M
208447,"Buckel, Dave",M
208481,"Buckford, Kenneth",M
208515,"Buckingham, Forry",M
208540,"Buckingham, Robert",M
208628,"Buckler, Hugh",M
208656,"Buckley, A.J. (I)",M
208684,"Buckley, Buz",M
208709,"Buckley, David Joss",M
208720,"Buckley, Frank (I)",M
208729,"Buckley, Hal",M
208734,"Buckley, Ivan",M
208759,"Buckley, John (IV)",M
208771,"Buckley, Keith (I)",M
208814,"Buckley, Ralph",M
208824,"Buckley, Robert (I)",M
208833,"Buckley, Sam (I)",M
208837,"Buckley, Sean (I)",M
208840,"Buckley, September",M
208842,"Buckley, Simon (I)",M
208875,"Bucklin, Brad M.",M
208885,"Buckman, Dan",M
208894,"Buckman, Phil",M
208973,"Buckner, Parris",M
208981,"Buckner, Teddy",M
208985,"Bucknor, Colin",M
208990,"Bucko, Ralph",M
208991,"Bucko, Roy",M
209023,"Buckton, Clifford",M
209058,"Bucossi, Peter",M
209061,"Bucquoy, Boris",M
209062,"Bucquoy, Jan",M
209064,"Bucsi, Istvan",M
209109,"Buczolich, Alexander",M
209140,"Buda, Santino",M
209150,Budah,M
209233,"Budd, Joshua (II)",M
209294,"Buddie, Mike",M
209312,"Buddy (XII)",M
209360,"Budge, Michael",M
209472,"Budlong, Hal",M
209606,"Buechler, John Carl",M
209672,"Buell, Bill",M
209704,"Buelvas, Andy",M
209769,"Buencamino, Noni",M
209837,"Bueno, Fermín",M
209866,"Bueno, Leoncio",M
209883,"Bueno, Oliver A.",M
209892,"Bueno, Rico",M
209945,"Buerstatte, Phil 'Philo'",M
209973,"Buetel, Jack",M
209980,"Buettner, Benny",M
210025,"Buff, Lindsay",M
210030,"Buff, Volkhard",M
210061,"Buffer, Bruce",M
210063,"Buffer, Michael",M
210077,"Buffett, Jimmy",M
210097,"Buffington, Roy",M
210099,"Buffington, Sam",M
210102,"Buffington, Ted",M
210121,"Buffolino, Vinnie",M
210188,"Bufton, Colin",M
210218,"Bugallo, Celso",M
210238,"Bugara, Mike",M
210270,"Bugbee, Robbie",M
210315,"Bugg, R. Pickett",M
210348,"Buggy, Niall",M
210360,"Bugin, Harry",M
210393,"Bugner, Joe",M
210415,"Bugs, Joe",M
210418,"Bugsy (I)",M
210448,"Buhay, Ken",M
210491,"Buhler, Victor",M
210510,"Buhr, Gavin",M
210511,"Buhr, Gérard",M
210514,"Buhre, Traugott",M
210516,"Buhringer, Hans",M
210571,"Bui, Tuong Trac",M
210586,"Buice, Michael",M
210590,"Buick, Eugene",M
210606,"Buie, Michael",M
210630,"Buik, Owen",M
210650,"Buiquangda, Patrick",M
210755,"Bujack, Wally",M
210767,"Bujang, Kuswadinath",M
210791,"Bujeau, Christian",M
210863,"Bukey, Charles John",M
210889,"Bukich, Rudy",M
210942,"Bukowski, Brunon",M
210952,"Bukowski, Julien",M
210984,"Buktenica, Ray",M
211035,"Bulani, Ashok",M
211082,"Bulatti, Joe",M
211092,"Bulbeck, David",M
211124,"Buldeck, Dave",M
211143,"Bulen, Steve",M
211168,"Bulgakov, Leo",M
211175,"Bulganin, Nikolai",M
211189,"Bulgari, Paolo",M
211197,"Bulger, Brad",M
211219,"Bulgrien, Bob",M
211286,"Bull (I)",M
211290,"Bull Jr., Lawrence",M
211354,"Bull, Peter (I)",M
211358,"Bull, Richard (I)",M
211412,"Bullard, Franklyn L.",M
211466,"Bulleit, James",M
211479,"Bullen, Joe",M
211489,"Bullen, Terence",M
211518,"Buller-Murphy, Basil",M
211532,"Bullet (VII)",M
211541,"Bulley, Richard",M
211549,"Bullied, Adam",M
211593,"Bullivant, Malcolm",M
211614,"Bulloch, Ian",M
211616,"Bulloch, Jeremy",M
211646,"Bullock, Craig",M
211652,"Bullock, Dick",M
211656,"Bullock, Earl Houston",M
211663,"Bullock, Gary",M
211666,"Bullock, Gregg",M
211668,"Bullock, Hiram",M
211672,"Bullock, James Oliver",M
211681,"Bullock, Jim (I)",M
211685,"Bullock, Jim J.",M
211697,"Bullock, Keith S.",M
211729,"Bullock, S. Scott",M
211740,"Bullock, Tom (V)",M
211744,"Bullock, Vic",M
211777,"Bully, Bryon",M
211812,"Buloff, Joseph",M
211815,"Bulos, Burt",M
211819,"Bulos, Yusef",M
211976,"Bumgarner, Sean",M
211981,"Bumiller, William",M
211994,"Bumpas, Bob",M
211995,"Bumpass, Rodger",M
212026,"Bumstead, J.P.",M
212075,"Bunce, Stuart",M
212095,"Bunch, Jarrod",M
212108,"Bunch, Sean",M
212111,"Bunch, Stephen Snow Owl",M
212116,"Bunch, Tyler",M
212236,"Bundy, Reg",M
212240,"Bundy, Robert",M
212262,"Bunetta, Peter",M
212288,"Bunge, Ricardo",M
212357,"Bunker, Clive",M
212359,"Bunker, Edward",M
212388,"Bunkley, Dennis D.",M
212409,"Bunn, Earle D.",M
212457,"Bunner, Matt",M
212490,"Bunny, George",M
212515,"Bunster, Patricio",M
212517,"Bunston, Herbert",M
212535,"Buntic, Petar",M
212551,"Bunting, Chuck",M
212555,"Bunting, Garland",M
212596,"Buntsis, Yetim",M
212637,"Bunz, Danny J.",M
212716,"Buono, Victor",M
212746,"Bupp, Sonny",M
212747,"Bupp, Tommy",M
212850,"Burazâzu, Rofuto Purasu Wan",M
212879,"Burbank, Jeff",M
212880,"Burbank, Jeffrey",M
212928,"Burbridge, Oteil",M
212933,"Burbrink, Donald F.",M
212954,"Burch, Anthony (I)",M
212956,"Burch, B.M.",M
212972,"Burch, Doug",M
212973,"Burch, Ernie",M
213024,"Burch, Steven (I)",M
213082,"Burchett, Timothy",M
213090,"Burchfield, Dale",M
213097,"Burchfield, Lonnie",M
213100,"Burchfield, Ron",M
213110,"Burchill, Brian J.",M
213122,"Burchinal, William",M
213159,"Burczek, Hubert",M
213174,"Burd, Tim",M
213178,"Burda, Donald",M
213229,"Burden, Hugh",M
213291,"Burdette, Erick Leroy",M
213314,"Burdick, David",M
213331,"Burdick, Rowdy",M
213347,"Burdis, Ray",M
213368,"Burdon, Eric",M
213380,"Burduli, Elgudzha",M
213436,"Buren III, Rob",M
213459,"Buresh, Richard",M
213464,"Buret, Philippe",M
213469,"Bureyev, Aleksandr",M
213475,"Burfield, Ian",M
213529,"Burg, Michael J.",M
213564,"Burgdorf, James",M
213575,"Burge, Christopher",M
213580,"Burge, Gregg",M
213582,"Burge, James (I)",M
213608,"Burgel, Patrick",M
213626,"Burger, Cody",M
213648,"Burger, Götz",M
213656,"Burger, Jim",M
213805,"Burgess, Dennis",M
213809,"Burgess, Don",M
213841,"Burgess, Hovey",M
213845,"Burgess, James (I)",M
213858,"Burgess, John (I)",M
213859,"Burgess, John (III)",M
213901,"Burgess, Matt (I)",M
213909,"Burgess, Michael (I)",M
213913,"Burgess, Michael (VIII)",M
213920,"Burgess, Michael E.",M
213951,"Burgess, Rick (I)",M
213960,"Burgess, Ron",M
214000,"Burgess, Tom (I)",M
214039,"Burghadt, Joe",M
214041,"Burghardt, Arthur",M
214068,"Burghoff, Gary",M
214111,"Burgland, Steve",M
214212,"Burgos, Robert",M
214303,"Burian, Ondrej",M
214377,"Burk, Brandon",M
214394,"Burk, Jim",M
214438,"Burkarth, Dan",M
214446,"Burke Jr., Robert J.",M
214452,"Burke, Adam (I)",M
214457,"Burke, Al (II)",M
214459,"Burke, Alan (I)",M
214465,"Burke, Alfred",M
214467,"Burke, Aloysius R.",M
214479,"Burke, Art (I)",M
214493,"Burke, Billy (I)",M
214506,"Burke, Brandon (I)",M
214532,"Burke, Calvin",M
214628,"Burke, E.C.",M
214639,"Burke, Eldon (I)",M
214669,"Burke, Gregory (I)",M
214687,"Burke, James (I)",M
214728,"Burke, Jimmy (I)",M
214762,"Burke, Joseph (I)",M
214770,"Burke, Keith (I)",M
214784,"Burke, Kevin (I)",M
214803,"Burke, Larry (II)",M
214810,"Burke, Liam (I)",M
214816,"Burke, Maclean",M
214838,"Burke, Michael 'Don Julio'",M
214841,"Burke, Michael (VI)",M
214861,"Burke, Michael Reilly",M
214863,"Burke, Mike (I)",M
214889,"Burke, Patrick (I)",M
214899,"Burke, Patrick Sullivan",M
214900,"Burke, Paul (I)",M
214943,"Burke, Robert (X)",M
214951,"Burke, Robert John (I)",M
214958,"Burke, Ron (I)",M
214999,"Burke, Simon (I)",M
215015,"Burke, Steven (I)",M
215029,"Burke, Thomas (I)",M
215038,"Burke, Tim (I)",M
215052,"Burke, Tom (III)",M
215071,"Burke, Victor (I)",M
215075,"Burke, Walter (I)",M
215084,"Burke, William (I)",M
215085,"Burke, William (II)",M
215111,"Burkes, Hunter",M
215144,"Burkett, Mark (IV)",M
215158,"Burkett, Scott (I)",M
215171,"Burkey, Clint",M
215218,"Burkhardt, Gerry",M
215221,"Burkhardt, Harry",M
215299,"Burkholder, Scott",M
215318,"Burkley, Dennis",M
215342,"Burks II, Willis",M
215357,"Burks, Donny",M
215379,"Burks, Jernard",M
215421,"Burlacu, Gabi (I)",M
215425,"Burlage, Roger",M
215459,"Burleigh, A. David",M
215470,"Burleigh, Robert",M
215652,"Burman, Randy",M
215677,"Burmann, Ludger",M
215718,"Burmester, Leo",M
215761,"Burn, Tam Dean",M
215855,"Burnes, Albert J.",M
215860,"Burnes, C. Stewart",M
215902,"Burnett, Anthony (I)",M
215945,"Burnett, David (VIII)",M
215947,"Burnett, Dick",M
216006,"Burnett, Kelly",M
216033,"Burnett, Michael (I)",M
216049,"Burnett, Richard (II)",M
216073,"Burnett, Steve (I)",M
216078,"Burnett, Ted",M
216085,"Burnett, Tyreese",M
216093,"Burnette, Billy",M
216098,"Burnette, Clement",M
216122,"Burnette, Steven",M
216142,"Burney, Harry",M
216168,"Burnham, Charles (I)",M
216170,"Burnham, David (I)",M
216174,"Burnham, Edward (I)",M
216189,"Burnham, Mark (I)",M
216269,"Burnos Jr., David Lee",M
216273,"Burns Jr., Charles",M
216331,"Burns, Bart",M
216344,"Burns, Bob (II)",M
216347,"Burns, Bob (VII)",M
216352,"Burns, Bobby (I)",M
216364,"Burns, Brendan (I)",M
216429,"Burns, Chuck",M
216443,"Burns, Dan (I)",M
216451,"Burns, Darreck D.",M
216456,"Burns, David (I)",M
216472,"Burns, Don (III)",M
216489,"Burns, Edmund",M
216490,"Burns, Edward (I)",M
216500,"Burns, F. Pat",M
216511,"Burns, Fred (I)",M
216524,"Burns, Gene",M
216527,"Burns, George (I)",M
216529,"Burns, Glen (I)",M
216547,"Burns, Harold (I)",M
216559,"Burns, Jack (II)",M
216580,"Burns, James H.",M
216583,"Burns, Jason (I)",M
216600,"Burns, Jere",M
216622,"Burns, John (IV)",M
216628,"Burns, John Charles",M
216630,"Burns, John J.",M
216675,"Burns, Kevin (I)",M
216695,"Burns, Larry (I)",M
216729,"Burns, Mark (I)",M
216799,"Burns, Neal (I)",M
216831,"Burns, Paul A.",M
216832,"Burns, Paul E.",M
216836,"Burns, Peter (I)",M
216848,"Burns, R.J.",M
216876,"Burns, Robert (III)",M
216884,"Burns, Robert A.",M
216919,"Burns, Stan",M
216920,"Burns, Stanley",M
216925,"Burns, Stephen W.",M
216955,"Burns, Tim (I)",M
216986,"Burns, Traber",M
216991,"Burns, Vincent J. (I)",M
217005,"Burns, William H.",M
217030,"Burnside, John (I)",M
217052,"Burnstein, Gabe",M
217053,"Burnstein, Jim",M
217078,"Buron, Jacques",M
217093,"Burow, Kurtis",M
217115,"Burr, Britt",M
217138,"Burr, Jeff (I)",M
217144,"Burr, Lonnie",M
217151,"Burr, Randy (I)",M
217153,"Burr, Raymond",M
217171,"Burr, Wally",M
217181,"Burrage, Ron (II)",M
217184,"Burrall, Alex",M
217190,"Burrell, Alan",M
217196,"Burrell, Auburn",M
217215,"Burrell, Fred",M
217243,"Burrell, Michael (I)",M
217254,"Burrell, Richard (I)",M
217263,"Burrell, Scott",M
217295,"Burress, William",M
217303,"Burri, Fred",M
217315,"Burridge, Geoffrey",M
217334,"Burrill, Steven",M
217372,"Burris, Pete",M
217377,"Burris, Roland",M
217396,"Burritt, Hugh",M
217397,"Burritt, Kenneth",M
217411,"Burrough, John",M
217433,"Burroughs, Dale",M
217458,"Burroughs, Kirk",M
217463,"Burroughs, Peter (I)",M
217479,"Burroughs, William S.",M
217510,"Burrowes, Marcus",M
217526,"Burrows, Bill (I)",M
217528,"Burrows, Blair",M
217538,"Burrows, Bryn",M
217540,"Burrows, Carl",M
217545,"Burrows, Christian (I)",M
217553,"Burrows, Darren E.",M
217582,"Burrows, James (I)",M
217589,"Burrows, Jeff (I)",M
217602,"Burrows, Justin Lee",M
217636,"Burrows, Stephen",M
217651,"Burrows-Sutcliffe, David",M
217654,"Burruano, Luigi Maria",M
217672,"Burrus, Swan",M
217712,"Bursey, Jacob",M
217736,"Burson, Arthur",M
217743,"Burson, Greg",M
217746,"Burson, Wayne",M
217813,"Burt, Benny",M
217842,"Burt, Earl R.",M
217846,"Burt, Frederick",M
217879,"Burt, Mark",M
217915,"Burt, Thomas G.",M
217923,"Burt, William P.",M
217951,"Burtis, James P.",M
217964,"Burtnick, Glen",M
217965,"Burton Davies, Leo",M
217983,"Burton, Alex (I)",M
218042,"Burton, Christopher (I)",M
218047,"Burton, Clarence",M
218052,"Burton, Colonel",M
218054,"Burton, Corey (I)",M
218105,"Burton, Forest",M
218110,"Burton, Frederick",M
218119,"Burton, George (I)",M
218146,"Burton, Humphrey",M
218149,"Burton, Irving",M
218168,"Burton, James Traherne",M
218172,"Burton, Jay",M
218173,"Burton, Jay S.",M
218174,"Burton, Jeff (I)",M
218187,"Burton, John (I)",M
218208,"Burton, Jordan (I)",M
218216,"Burton, Julian",M
218245,"Burton, LeVar",M
218262,"Burton, Mark (I)",M
218278,"Burton, Matthew (I)",M
218308,"Burton, Noel",M
218309,"Burton, Norman",M
218317,"Burton, Peter (I)",M
218332,"Burton, Richard (I)",M
218343,"Burton, Robert (I)",M
218344,"Burton, Robert (II)",M
218357,"Burton, Roger V.",M
218363,"Burton, Rory",M
218391,"Burton, Terrence",M
218394,"Burton, Tim (I)",M
218398,"Burton, Tipper",M
218399,"Burton, Tod",M
218405,"Burton, Tony (I)",M
218413,"Burton, Vernon P.",M
218415,"Burton, W.C. 'Mutt'",M
218418,"Burton, Warren",M
218426,"Burton, William H.",M
218432,"Burton-Gill, Cameron",M
218433,"Burton-Gill, Chandler",M
218441,"Burtonya, Clee",M
218447,"Burtt, Ben",M
218501,"Burwell, Carter",M
218532,"Bury, Jonathan",M
218544,"Bury, Sean (I)",M
218637,"Busby, Douglas",M
218670,"Busby, Tom",M
218680,"Buscaglia Jr., Angelo Anthony",M
218705,"Buscemi, Lucian",M
218708,"Buscemi, Michael (I)",M
218712,"Buscemi, Roberto",M
218714,"Buscemi, Steve",M
218721,"Busch, Adam",M
218729,"Busch, Benjamin",M
218731,"Busch, Charles (I)",M
218743,"Busch, Dennis",M
218745,"Busch, Dieter 'Dietman'",M
218767,"Busch, Ian",M
218770,"Busch, Jeff",M
218788,"Busch, Martin (I)",M
218802,"Busch, Niven",M
218806,"Busch, Paul (I)",M
218930,"Busey, Gary",M
218931,"Busey, Jake (I)",M
218933,"Busey, Marc",M
218937,"Busfield, Timothy",M
218950,"Bush, Adrian",M
218967,"Bush, Billy Green",M
218975,"Bush, Brantley",M
218986,"Bush, Chuck (I)",M
218989,"Bush, Curtis",M
218997,"Bush, David (IV)",M
219012,"Bush, Eddie",M
219021,"Bush, Gary (IV)",M
219023,"Bush, George (I)",M
219033,"Bush, Grand L.",M
219039,"Bush, James (I)",M
219052,"Bush, John (I)",M
219053,"Bush, John (II)",M
219062,"Bush, John H.",M
219063,"Bush, John Thrall",M
219089,"Bush, Maurice",M
219092,"Bush, Michael (V)",M
